InstanceType,regions,CurrentGeneration,FreeTierEligible,SupportedUsageClasses,SupportedRootDeviceTypes,SupportedVirtualizationTypes,BareMetal,Hypervisor,ProcessorInfo,VCpuInfo,MemoryInfo,InstanceStorageSupported,InstanceStorageInfo,EbsInfo,NetworkInfo,PlacementGroupInfo,HibernationSupported,BurstablePerformanceSupported,DedicatedHostsSupported,AutoRecoverySupported,SupportedBootModes,InferenceAcceleratorInfo,GpuInfo,FpgaInfo
c7gd.16xlarge,"['ap-south-1', 'eu-north-1', 'eu-west-3', 'eu-west-2', 'eu-west-1', 'ap-northeast-3', 'ap-northeast-2', 'ap-northeast-1', 'ca-central-1', 'sa-east-1', 'ap-southeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-1', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['arm64'], 'SustainedClockSpeedInGhz': 2.6}","{'DefaultVCpus': 64, 'DefaultCores': 64, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 131072},TRUE,"{'TotalSizeInGB': 3800, 'Disks': [{'SizeInGB': 1900, 'Count': 2, 'Type': 'ssd'}], 'NvmeSupport': 'required', 'EncryptionSupport': 'required'}","{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 20000, 'BaselineThroughputInMBps': 2500.0, 'BaselineIops': 80000, 'MaximumBandwidthInMbps': 20000, 'MaximumThroughputInMBps': 2500.0, 'MaximumIops': 80000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': '30 Gigabit', 'MaximumNetworkInterfaces': 15, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': '30 Gigabit', 'MaximumNetworkInterfaces': 15}], 'Ipv4AddressesPerInterface': 50, 'Ipv6AddressesPerInterface': 50, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': True, 'EfaInfo': {'MaximumEfaInterfaces': 1}, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': True}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,FALSE,['uefi'],,,
c7gd.2xlarge,"['ap-south-1', 'eu-north-1', 'eu-west-3', 'eu-west-2', 'eu-west-1', 'ap-northeast-3', 'ap-northeast-2', 'ap-northeast-1', 'ca-central-1', 'sa-east-1', 'ap-southeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-1', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['arm64'], 'SustainedClockSpeedInGhz': 2.6}","{'DefaultVCpus': 8, 'DefaultCores': 8, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2, 3, 4, 5, 6, 7, 8], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 16384},TRUE,"{'TotalSizeInGB': 474, 'Disks': [{'SizeInGB': 474, 'Count': 1, 'Type': 'ssd'}], 'NvmeSupport': 'required', 'EncryptionSupport': 'required'}","{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 2500, 'BaselineThroughputInMBps': 312.5, 'BaselineIops': 12000, 'MaximumBandwidthInMbps': 10000, 'MaximumThroughputInMBps': 1250.0, 'MaximumIops': 40000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': 'Up to 15 Gigabit', 'MaximumNetworkInterfaces': 4, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': 'Up to 15 Gigabit', 'MaximumNetworkInterfaces': 4}], 'Ipv4AddressesPerInterface': 15, 'Ipv6AddressesPerInterface': 15, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': False}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,FALSE,['uefi'],,,
c7gd.4xlarge,"['ap-south-1', 'eu-north-1', 'eu-west-3', 'eu-west-2', 'eu-west-1', 'ap-northeast-3', 'ap-northeast-2', 'ap-northeast-1', 'ca-central-1', 'sa-east-1', 'ap-southeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-1', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['arm64'], 'SustainedClockSpeedInGhz': 2.6}","{'DefaultVCpus': 16, 'DefaultCores': 16, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 32768},TRUE,"{'TotalSizeInGB': 950, 'Disks': [{'SizeInGB': 950, 'Count': 1, 'Type': 'ssd'}], 'NvmeSupport': 'required', 'EncryptionSupport': 'required'}","{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 5000, 'BaselineThroughputInMBps': 625.0, 'BaselineIops': 20000, 'MaximumBandwidthInMbps': 10000, 'MaximumThroughputInMBps': 1250.0, 'MaximumIops': 40000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': 'Up to 15 Gigabit', 'MaximumNetworkInterfaces': 8, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': 'Up to 15 Gigabit', 'MaximumNetworkInterfaces': 8}], 'Ipv4AddressesPerInterface': 30, 'Ipv6AddressesPerInterface': 30, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': False}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,FALSE,['uefi'],,,
c7gd.8xlarge,"['ap-south-1', 'eu-north-1', 'eu-west-3', 'eu-west-2', 'eu-west-1', 'ap-northeast-3', 'ap-northeast-2', 'ap-northeast-1', 'ca-central-1', 'sa-east-1', 'ap-southeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-1', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['arm64'], 'SustainedClockSpeedInGhz': 2.6}","{'DefaultVCpus': 32, 'DefaultCores': 32, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 65536},TRUE,"{'TotalSizeInGB': 1900, 'Disks': [{'SizeInGB': 1900, 'Count': 1, 'Type': 'ssd'}], 'NvmeSupport': 'required', 'EncryptionSupport': 'required'}","{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 10000, 'BaselineThroughputInMBps': 1250.0, 'BaselineIops': 40000, 'MaximumBandwidthInMbps': 10000, 'MaximumThroughputInMBps': 1250.0, 'MaximumIops': 40000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': '15 Gigabit', 'MaximumNetworkInterfaces': 8, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': '15 Gigabit', 'MaximumNetworkInterfaces': 8}], 'Ipv4AddressesPerInterface': 30, 'Ipv6AddressesPerInterface': 30, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': False}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,FALSE,['uefi'],,,
c7gd.large,"['ap-south-1', 'eu-north-1', 'eu-west-3', 'eu-west-2', 'eu-west-1', 'ap-northeast-3', 'ap-northeast-2', 'ap-northeast-1', 'ca-central-1', 'sa-east-1', 'ap-southeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-1', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['arm64'], 'SustainedClockSpeedInGhz': 2.6}","{'DefaultVCpus': 2, 'DefaultCores': 2, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 4096},TRUE,"{'TotalSizeInGB': 118, 'Disks': [{'SizeInGB': 118, 'Count': 1, 'Type': 'ssd'}], 'NvmeSupport': 'required', 'EncryptionSupport': 'required'}","{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 630, 'BaselineThroughputInMBps': 78.75, 'BaselineIops': 3600, 'MaximumBandwidthInMbps': 10000, 'MaximumThroughputInMBps': 1250.0, 'MaximumIops': 40000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': 'Up to 12.5 Gigabit', 'MaximumNetworkInterfaces': 3, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': 'Up to 12.5 Gigabit', 'MaximumNetworkInterfaces': 3}], 'Ipv4AddressesPerInterface': 10, 'Ipv6AddressesPerInterface': 10, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': False}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,FALSE,['uefi'],,,
c7gd.medium,"['ap-south-1', 'eu-north-1', 'eu-west-3', 'eu-west-2', 'eu-west-1', 'ap-northeast-3', 'ap-northeast-2', 'ap-northeast-1', 'ca-central-1', 'sa-east-1', 'ap-southeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-1', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['arm64'], 'SustainedClockSpeedInGhz': 2.6}","{'DefaultVCpus': 1, 'DefaultCores': 1, 'DefaultThreadsPerCore': 1}",{'SizeInMiB': 2048},TRUE,"{'TotalSizeInGB': 59, 'Disks': [{'SizeInGB': 59, 'Count': 1, 'Type': 'ssd'}], 'NvmeSupport': 'required', 'EncryptionSupport': 'required'}","{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 315, 'BaselineThroughputInMBps': 39.375, 'BaselineIops': 2500, 'MaximumBandwidthInMbps': 10000, 'MaximumThroughputInMBps': 1250.0, 'MaximumIops': 40000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': 'Up to 12.5 Gigabit', 'MaximumNetworkInterfaces': 2, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': 'Up to 12.5 Gigabit', 'MaximumNetworkInterfaces': 2}], 'Ipv4AddressesPerInterface': 4, 'Ipv6AddressesPerInterface': 4, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': False}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,FALSE,['uefi'],,,
c7gd.metal,"['ap-south-1', 'eu-north-1', 'eu-west-3', 'eu-west-2', 'eu-west-1', 'ap-northeast-3', 'ap-northeast-2', 'ap-northeast-1', 'ca-central-1', 'sa-east-1', 'ap-southeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-1', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],TRUE,,"{'SupportedArchitectures': ['arm64'], 'SustainedClockSpeedInGhz': 2.6}","{'DefaultVCpus': 64, 'DefaultCores': 64, 'DefaultThreadsPerCore': 1}",{'SizeInMiB': 131072},TRUE,"{'TotalSizeInGB': 3800, 'Disks': [{'SizeInGB': 1900, 'Count': 2, 'Type': 'ssd'}], 'NvmeSupport': 'required', 'EncryptionSupport': 'required'}","{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 20000, 'BaselineThroughputInMBps': 2500.0, 'BaselineIops': 80000, 'MaximumBandwidthInMbps': 20000, 'MaximumThroughputInMBps': 2500.0, 'MaximumIops': 80000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': '30 Gigabit', 'MaximumNetworkInterfaces': 15, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': '30 Gigabit', 'MaximumNetworkInterfaces': 15}], 'Ipv4AddressesPerInterface': 50, 'Ipv6AddressesPerInterface': 50, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': True, 'EfaInfo': {'MaximumEfaInterfaces': 1}, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': True}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",FALSE,FALSE,TRUE,FALSE,['uefi'],,,
c7gd.xlarge,"['ap-south-1', 'eu-north-1', 'eu-west-3', 'eu-west-2', 'eu-west-1', 'ap-northeast-3', 'ap-northeast-2', 'ap-northeast-1', 'ca-central-1', 'sa-east-1', 'ap-southeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-1', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['arm64'], 'SustainedClockSpeedInGhz': 2.6}","{'DefaultVCpus': 4, 'DefaultCores': 4, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2, 3, 4], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 8192},TRUE,"{'TotalSizeInGB': 237, 'Disks': [{'SizeInGB': 237, 'Count': 1, 'Type': 'ssd'}], 'NvmeSupport': 'required', 'EncryptionSupport': 'required'}","{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 1250, 'BaselineThroughputInMBps': 156.25039999999998, 'BaselineIops': 6000, 'MaximumBandwidthInMbps': 10000, 'MaximumThroughputInMBps': 1250.0, 'MaximumIops': 40000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': 'Up to 12.5 Gigabit', 'MaximumNetworkInterfaces': 4, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': 'Up to 12.5 Gigabit', 'MaximumNetworkInterfaces': 4}], 'Ipv4AddressesPerInterface': 15, 'Ipv6AddressesPerInterface': 15, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': False}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,FALSE,['uefi'],,,
c7gn.12xlarge,"['eu-west-1', 'ap-northeast-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['arm64'], 'SustainedClockSpeedInGhz': 2.6}","{'DefaultVCpus': 48, 'DefaultCores': 48, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 98304},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 25000, 'BaselineThroughputInMBps': 3125.0, 'BaselineIops': 100000, 'MaximumBandwidthInMbps': 30000, 'MaximumThroughputInMBps': 3750.0, 'MaximumIops': 120000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': '150 Gigabit', 'MaximumNetworkInterfaces': 8, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': '150 Gigabit', 'MaximumNetworkInterfaces': 8}], 'Ipv4AddressesPerInterface': 30, 'Ipv6AddressesPerInterface': 30, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': True}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,TRUE,['uefi'],,,
c7gn.16xlarge,"['eu-west-1', 'ap-northeast-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['arm64'], 'SustainedClockSpeedInGhz': 2.6}","{'DefaultVCpus': 64, 'DefaultCores': 64, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 131072},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 33333, 'BaselineThroughputInMBps': 4166.625, 'BaselineIops': 133333, 'MaximumBandwidthInMbps': 40000, 'MaximumThroughputInMBps': 5000.0, 'MaximumIops': 160000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': '200 Gigabit', 'MaximumNetworkInterfaces': 15, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': '200 Gigabit', 'MaximumNetworkInterfaces': 15}], 'Ipv4AddressesPerInterface': 50, 'Ipv6AddressesPerInterface': 50, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': True, 'EfaInfo': {'MaximumEfaInterfaces': 1}, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': True}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,TRUE,['uefi'],,,
c7gn.2xlarge,"['eu-west-1', 'ap-northeast-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['arm64'], 'SustainedClockSpeedInGhz': 2.6}","{'DefaultVCpus': 8, 'DefaultCores': 8, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2, 3, 4, 5, 6, 7, 8], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 16384},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 4167, 'BaselineThroughputInMBps': 520.875, 'BaselineIops': 16667, 'MaximumBandwidthInMbps': 10000, 'MaximumThroughputInMBps': 1250.0, 'MaximumIops': 40000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': 'Up to 50 Gigabit', 'MaximumNetworkInterfaces': 4, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': 'Up to 50 Gigabit', 'MaximumNetworkInterfaces': 4}], 'Ipv4AddressesPerInterface': 15, 'Ipv6AddressesPerInterface': 15, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': False}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,TRUE,['uefi'],,,
c7gn.4xlarge,"['eu-west-1', 'ap-northeast-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['arm64'], 'SustainedClockSpeedInGhz': 2.6}","{'DefaultVCpus': 16, 'DefaultCores': 16, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 32768},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 8333, 'BaselineThroughputInMBps': 1041.625, 'BaselineIops': 33333, 'MaximumBandwidthInMbps': 10000, 'MaximumThroughputInMBps': 1250.0, 'MaximumIops': 40000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': '50 Gigabit', 'MaximumNetworkInterfaces': 8, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': '50 Gigabit', 'MaximumNetworkInterfaces': 8}], 'Ipv4AddressesPerInterface': 30, 'Ipv6AddressesPerInterface': 30, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': True}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,TRUE,['uefi'],,,
c7gn.8xlarge,"['eu-west-1', 'ap-northeast-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['arm64'], 'SustainedClockSpeedInGhz': 2.6}","{'DefaultVCpus': 32, 'DefaultCores': 32, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 65536},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 16667, 'BaselineThroughputInMBps': 2083.375, 'BaselineIops': 66667, 'MaximumBandwidthInMbps': 20000, 'MaximumThroughputInMBps': 2500.0, 'MaximumIops': 80000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': '100 Gigabit', 'MaximumNetworkInterfaces': 8, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': '100 Gigabit', 'MaximumNetworkInterfaces': 8}], 'Ipv4AddressesPerInterface': 30, 'Ipv6AddressesPerInterface': 30, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': True}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,TRUE,['uefi'],,,
c7gn.large,"['eu-west-1', 'ap-northeast-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['arm64'], 'SustainedClockSpeedInGhz': 2.6}","{'DefaultVCpus': 2, 'DefaultCores': 2, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 4096},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 1042, 'BaselineThroughputInMBps': 130.25, 'BaselineIops': 4167, 'MaximumBandwidthInMbps': 10000, 'MaximumThroughputInMBps': 1250.0, 'MaximumIops': 40000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': 'Up to 30 Gigabit', 'MaximumNetworkInterfaces': 3, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': 'Up to 30 Gigabit', 'MaximumNetworkInterfaces': 3}], 'Ipv4AddressesPerInterface': 10, 'Ipv6AddressesPerInterface': 10, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': False}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,TRUE,['uefi'],,,
c7gn.medium,"['eu-west-1', 'ap-northeast-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['arm64'], 'SustainedClockSpeedInGhz': 2.6}","{'DefaultVCpus': 1, 'DefaultCores': 1, 'DefaultThreadsPerCore': 1}",{'SizeInMiB': 2048},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 521, 'BaselineThroughputInMBps': 65.125, 'BaselineIops': 2083, 'MaximumBandwidthInMbps': 10000, 'MaximumThroughputInMBps': 1250.0, 'MaximumIops': 40000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': 'Up to 25 Gigabit', 'MaximumNetworkInterfaces': 2, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': 'Up to 25 Gigabit', 'MaximumNetworkInterfaces': 2}], 'Ipv4AddressesPerInterface': 4, 'Ipv6AddressesPerInterface': 4, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': False}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,TRUE,['uefi'],,,
